study,phase,mechanism,attempt_id,pair_index,arm,request_id,group_id,family,expected,output,correct,status,finish_reason,prompt_tokens,generated_tokens,dispatch_completion_s,decision,retained_records,symbolic_answer_preserved,closure_records,max_retained_position_permille,min_retained_position_permille,overwritten_writes,total_records
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r012,0a1727ea3e9fe683e8249d2e46a2a02aea4e1eb62789db608f60dcef9215b052,record-lookup,DXOMF,DXOMF,True,SUCCEEDED,eos,92,4,0.634972247,CERTIFIED_SLICE,1,True,1,652,652,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r013,9601ba11e7dfb1f8ab475e42b279f30fe7cdc07bdf761d1a1336eb0c2826954f,reference-chain,DEPLS,DXIZR,False,SUCCEEDED,eos,115,4,0.773202435,CERTIFIED_SLICE,4,True,4,695,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r014,ca7b3714907691d342eb7ab15859412b597ceba7434fc8db69140e23526953b3,record-updates,DCHBN,DCHBN,True,SUCCEEDED,eos,108,4,0.729805635,CERTIFIED_SLICE,3,True,3,1000,652,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r015,9412dd613487d2d6daaf4454784cbac9fc6a89cc4933284e7bc1f0482ab853c0,record-lookup,DRXNO,DRXNO,True,SUCCEEDED,eos,94,4,0.646154722,CERTIFIED_SLICE,1,True,1,347,347,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r016,54f5a399b32c4d820a7f26d06b39018e538ae3080179df2052601ac13e5b9bf5,reference-chain,DRSUJ,DHOZK,False,SUCCEEDED,eos,118,5,0.813557196,CERTIFIED_SLICE,4,True,4,739,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r017,d8f4155bf484d303980ad7343ca282d3d68cc4f136e0687502ab92a01fe18daf,record-updates,DHTJW,DHTJW,True,SUCCEEDED,eos,109,5,0.759799941,CERTIFIED_SLICE,3,True,3,869,521,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r018,789dee7e502db400374918d61fbf011af96214f40a421c93eb286f2973318268,record-lookup,DJZMT,DJZMT,True,SUCCEEDED,eos,92,4,0.635108481,CERTIFIED_SLICE,1,True,1,608,608,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r019,cebd555beb1eb6d1d6505ac7edaada91ac5c2e0a6588d1e3d04eaf2a77eb19e7,reference-chain,DAZRN,DYNZO,False,SUCCEEDED,eos,115,4,0.774662469,CERTIFIED_SLICE,4,True,4,869,86,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r020,7e5681197d8ebe0f231537abcffdc293f2ac91d941fdabb1ae5641a76f26aecd,record-updates,DKCXO,DRUCB,False,SUCCEEDED,eos,106,4,0.719917769,CERTIFIED_SLICE,3,True,3,956,347,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r021,b071bed7fd4a2a700d4a2f86fe7bf8feefab4644825c8b702ed1b24cbf3eece9,record-lookup,DQCWU,DCVJC,False,SUCCEEDED,eos,93,4,0.641130569,CERTIFIED_SLICE,1,True,1,739,739,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r022,03957df81376236bb81ab53b000fee2921267943de5a3d2fa52213e5d5e73fcd,reference-chain,DNZDE,DZYOM,False,SUCCEEDED,eos,115,4,0.771652341,CERTIFIED_SLICE,4,True,4,695,217,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r023,7edf613f46c3a4941f42caa98c636914ce7a80779841724db0a6c558dbb00c1f,record-updates,DXSXY,DBSBZ,False,SUCCEEDED,eos,108,4,0.730220086,CERTIFIED_SLICE,3,True,3,1000,565,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r024,a53331fac0e07a36dc3ff89e30ef8bcccfd4ddda55c40c84c045b5c74c57e090,record-lookup,DRIXT,DDMVJ,False,SUCCEEDED,eos,94,4,0.648252412,CERTIFIED_SLICE,1,True,1,869,869,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r025,f77fb112ff50432d94a540babc51802e651f5c6d5a04a4329fb67810d548b05a,reference-chain,DGOLH,DQQQC,False,SUCCEEDED,eos,113,4,0.763006895,CERTIFIED_SLICE,4,True,4,1000,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r026,ee46f573174200c0dbd68c7f3108d8eaa39a35424c8a7d9dd3d38080f618edc4,record-updates,DZHGP,DZHGP,True,SUCCEEDED,eos,110,4,0.747424218,CERTIFIED_SLICE,3,True,3,913,391,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r027,8e1b929bddb2d66f033cedac2b013a2ad54942ed3488368ad3ca7d82b4627306,record-lookup,DVGYP,DVGYP,True,SUCCEEDED,eos,92,4,0.635424929,CERTIFIED_SLICE,1,True,1,956,956,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r028,d872819142ac53e3b5b22ba854dcb6eebd3d0378719eea917b8e07f9f6f55518,reference-chain,DQQYY,DQBJL,False,SUCCEEDED,eos,115,5,0.798664152,CERTIFIED_SLICE,4,True,4,869,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r029,04b50285bc4cd71b3ee563a3b94460216bbc82dea1081c996b21d5db89921180,record-updates,DSTWE,DGCEJ,False,SUCCEEDED,eos,105,4,0.714793389,CERTIFIED_SLICE,3,True,3,956,478,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r030,c85e584e08190dea8c604944859cdd24ee921c63ca50b722abb1af9d15a18848,record-lookup,DIMGJ,DVYGZ,False,SUCCEEDED,eos,92,4,0.635432263,CERTIFIED_SLICE,1,True,1,478,478,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-22e527c470fb490290ad3aaf0f698a98,1,candidate,r031,04624604ec13e86cbb71a022917e9869a9aaeb3cb93213e10e2772f3260eb115,reference-chain,DAKWK,DEYBO,False,SUCCEEDED,eos,117,4,0.783278641,CERTIFIED_SLICE,4,True,4,869,434,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r000,e9238a9cf5b1ec323312569bd4222da7e963a297f0f48e85692539026ee9b054,record-lookup,DMISF,DZJFD,False,SUCCEEDED,eos,279,5,1.798227595,IDENTITY,,True,1,173,173,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r001,962323f1184c2e385a83de0d9c40ff9b6c27faf0b22909ecb584618933e2e60f,reference-chain,DANXL,DFOVM,False,SUCCEEDED,eos,271,4,1.704680349,IDENTITY,,True,4,608,86,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r002,6d16a81c901843443740bafd1259fc70087508643ce3bbb2eb1da1e5a77139df,record-updates,DMEAA,DOKHZ,False,SUCCEEDED,eos,277,4,1.740729612,IDENTITY,,True,3,826,521,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r003,e7acf4b51708b76dcbea7e1ca187de50de35a0b0d4751620729e49b357b9a854,record-lookup,DGCPX,DFWKV,False,SUCCEEDED,eos,280,4,1.761260397,IDENTITY,,True,1,826,826,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r004,1663d73ba590dabaf4ffa69504fdd75626a09a67b50050a446cd751083badd57,reference-chain,DORWX,DCKXI,False,SUCCEEDED,eos,279,4,1.778840275,IDENTITY,,True,4,1000,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r005,0ce6aff9598923fe426e24bc03e35ff34673e2d1bfdce32d5c52f64139087076,record-updates,DWBYQ,DADRX,False,SUCCEEDED,eos,278,4,1.747713484,IDENTITY,,True,3,1000,869,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r006,19e340c6f1c6da9a91fa52a6266d40b7cc57c38f477c95fbd69936bb90d70841,record-lookup,DRVYP,DGNJL,False,SUCCEEDED,eos,276,5,1.756545903,IDENTITY,,True,1,391,391,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r007,6ef8f48cd7830a58d79db8327a3763709ae43d59fb22ea1f94e300ae1247a725,reference-chain,DDERW,DPAZR,False,SUCCEEDED,eos,279,4,1.75053029,IDENTITY,,True,4,956,130,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r008,f8de647638e50be8573f55273f2c77f2be9b4a7e1f8b8cf53b697efa434d793d,record-updates,DGMZQ,DQCAJ,False,SUCCEEDED,eos,277,5,1.766688645,IDENTITY,,True,3,913,782,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r009,b33a20fe0442c7c7aa2c4a11017edb9fdd9f77b8222063b3f1d23a798bdde215,record-lookup,DIRDF,DSGMD,False,SUCCEEDED,eos,279,4,1.752171516,IDENTITY,,True,1,217,217,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r010,602c5306bc89f965e2ebadd70862ffd7337032827a96acf63988574d2eb06923,reference-chain,DQKOC,DDULD,False,SUCCEEDED,eos,274,3,1.699443953,IDENTITY,,True,4,1000,173,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r011,420fa7ea0e4ada21134992ad26464857f53ce42fcaedd4851f9d33e0a7763c16,record-updates,DLEHV,DDJHY,False,SUCCEEDED,eos,284,4,1.785000922,IDENTITY,,True,3,695,391,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r012,0a1727ea3e9fe683e8249d2e46a2a02aea4e1eb62789db608f60dcef9215b052,record-lookup,DXOMF,DZQII,False,SUCCEEDED,eos,272,5,1.768813009,IDENTITY,,True,1,652,652,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r013,9601ba11e7dfb1f8ab475e42b279f30fe7cdc07bdf761d1a1336eb0c2826954f,reference-chain,DEPLS,DQXGN,False,SUCCEEDED,eos,280,5,1.822382584,IDENTITY,,True,4,695,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r014,ca7b3714907691d342eb7ab15859412b597ceba7434fc8db69140e23526953b3,record-updates,DCHBN,DQWOS DHMYT,False,SUCCEEDED,eos,281,8,1.882072171,IDENTITY,,True,3,1000,652,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r015,9412dd613487d2d6daaf4454784cbac9fc6a89cc4933284e7bc1f0482ab853c0,record-lookup,DRXNO,DZYTX,False,SUCCEEDED,eos,279,4,1.76581289,IDENTITY,,True,1,347,347,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r016,54f5a399b32c4d820a7f26d06b39018e538ae3080179df2052601ac13e5b9bf5,reference-chain,DRSUJ,DHOZK,False,SUCCEEDED,eos,281,5,1.79558297,IDENTITY,,True,4,739,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r017,d8f4155bf484d303980ad7343ca282d3d68cc4f136e0687502ab92a01fe18daf,record-updates,DHTJW,DVLUG,False,SUCCEEDED,eos,274,4,1.730084411,IDENTITY,,True,3,869,521,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r018,789dee7e502db400374918d61fbf011af96214f40a421c93eb286f2973318268,record-lookup,DJZMT,DJZMT,True,SUCCEEDED,eos,278,4,1.749987392,IDENTITY,,True,1,608,608,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r019,cebd555beb1eb6d1d6505ac7edaada91ac5c2e0a6588d1e3d04eaf2a77eb19e7,reference-chain,DAZRN,DYNKO,False,SUCCEEDED,eos,275,4,1.724328197,IDENTITY,,True,4,869,86,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r020,7e5681197d8ebe0f231537abcffdc293f2ac91d941fdabb1ae5641a76f26aecd,record-updates,DKCXO,DRUCA,False,SUCCEEDED,eos,274,4,1.721806568,IDENTITY,,True,3,956,347,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r021,b071bed7fd4a2a700d4a2f86fe7bf8feefab4644825c8b702ed1b24cbf3eece9,record-lookup,DQCWU,DCVJC,False,SUCCEEDED,eos,281,4,1.763551335,IDENTITY,,True,1,739,739,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r022,03957df81376236bb81ab53b000fee2921267943de5a3d2fa52213e5d5e73fcd,reference-chain,DNZDE,DGVNC,False,SUCCEEDED,eos,274,4,1.761191988,IDENTITY,,True,4,695,217,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r023,7edf613f46c3a4941f42caa98c636914ce7a80779841724db0a6c558dbb00c1f,record-updates,DXSXY,DGYXQ,False,SUCCEEDED,eos,274,5,1.75416484,IDENTITY,,True,3,1000,565,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r024,a53331fac0e07a36dc3ff89e30ef8bcccfd4ddda55c40c84c045b5c74c57e090,record-lookup,DRIXT,DRIXT,True,SUCCEEDED,eos,281,4,1.766288795,IDENTITY,,True,1,869,869,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r025,f77fb112ff50432d94a540babc51802e651f5c6d5a04a4329fb67810d548b05a,reference-chain,DGOLH,DQQC,False,SUCCEEDED,eos,278,4,1.746815884,IDENTITY,,True,4,1000,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r026,ee46f573174200c0dbd68c7f3108d8eaa39a35424c8a7d9dd3d38080f618edc4,record-updates,DZHGP,DIFMD,False,SUCCEEDED,eos,286,4,1.792872179,IDENTITY,,True,3,913,391,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r027,8e1b929bddb2d66f033cedac2b013a2ad54942ed3488368ad3ca7d82b4627306,record-lookup,DVGYP,DVGYP,True,SUCCEEDED,eos,277,4,1.738529385,IDENTITY,,True,1,956,956,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r028,d872819142ac53e3b5b22ba854dcb6eebd3d0378719eea917b8e07f9f6f55518,reference-chain,DQQYY,DQBJL,False,SUCCEEDED,eos,282,5,1.789862441,IDENTITY,,True,4,869,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r029,04b50285bc4cd71b3ee563a3b94460216bbc82dea1081c996b21d5db89921180,record-updates,DSTWE,DJOHB,False,SUCCEEDED,eos,274,4,1.721422443,IDENTITY,,True,3,956,478,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r030,c85e584e08190dea8c604944859cdd24ee921c63ca50b722abb1af9d15a18848,record-lookup,DIMGJ,DIMGJ,True,SUCCEEDED,eos,280,4,1.753443428,IDENTITY,,True,1,478,478,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-48d84052cbc74051bd6de656585a31fc,0,baseline,r031,04624604ec13e86cbb71a022917e9869a9aaeb3cb93213e10e2772f3260eb115,reference-chain,DAKWK,DQZOT,False,SUCCEEDED,eos,283,5,1.798151696,IDENTITY,,True,4,869,434,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r000,e9238a9cf5b1ec323312569bd4222da7e963a297f0f48e85692539026ee9b054,record-lookup,DMISF,DNTBH,False,SUCCEEDED,eos,92,4,0.637302681,CERTIFIED_SLICE,1,True,1,173,173,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r001,962323f1184c2e385a83de0d9c40ff9b6c27faf0b22909ecb584618933e2e60f,reference-chain,DANXL,DJNJS,False,SUCCEEDED,eos,114,4,0.76982288,CERTIFIED_SLICE,4,True,4,608,86,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r002,6d16a81c901843443740bafd1259fc70087508643ce3bbb2eb1da1e5a77139df,record-updates,DMEAA,DMEAA,True,SUCCEEDED,eos,110,4,0.74761334,CERTIFIED_SLICE,3,True,3,826,521,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r003,e7acf4b51708b76dcbea7e1ca187de50de35a0b0d4751620729e49b357b9a854,record-lookup,DGCPX,VALUE DYVUZ,False,SUCCEEDED,eos,94,6,0.695803827,CERTIFIED_SLICE,1,True,1,826,826,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r004,1663d73ba590dabaf4ffa69504fdd75626a09a67b50050a446cd751083badd57,reference-chain,DORWX,DCKXI,False,SUCCEEDED,eos,113,4,0.761766108,CERTIFIED_SLICE,4,True,4,1000,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r005,0ce6aff9598923fe426e24bc03e35ff34673e2d1bfdce32d5c52f64139087076,record-updates,DWBYQ,VALUE DSAWB,False,SUCCEEDED,eos,108,5,0.755114118,CERTIFIED_SLICE,3,True,3,1000,869,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r006,19e340c6f1c6da9a91fa52a6266d40b7cc57c38f477c95fbd69936bb90d70841,record-lookup,DRVYP,VALUE DHVPE,False,SUCCEEDED,eos,91,5,0.653985764,CERTIFIED_SLICE,1,True,1,391,391,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r007,6ef8f48cd7830a58d79db8327a3763709ae43d59fb22ea1f94e300ae1247a725,reference-chain,DDERW,DCNUP,False,SUCCEEDED,eos,115,4,0.778483424,CERTIFIED_SLICE,4,True,4,956,130,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r008,f8de647638e50be8573f55273f2c77f2be9b4a7e1f8b8cf53b697efa434d793d,record-updates,DGMZQ,DDNHG,False,SUCCEEDED,eos,109,4,0.738197611,CERTIFIED_SLICE,3,True,3,913,782,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r009,b33a20fe0442c7c7aa2c4a11017edb9fdd9f77b8222063b3f1d23a798bdde215,record-lookup,DIRDF,DIRDF,True,SUCCEEDED,eos,93,3,0.622393957,CERTIFIED_SLICE,1,True,1,217,217,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r010,602c5306bc89f965e2ebadd70862ffd7337032827a96acf63988574d2eb06923,reference-chain,DQKOC,DXGBO,False,SUCCEEDED,eos,116,4,0.783032734,CERTIFIED_SLICE,4,True,4,1000,173,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r011,420fa7ea0e4ada21134992ad26464857f53ce42fcaedd4851f9d33e0a7763c16,record-updates,DLEHV,DLEHV,True,SUCCEEDED,eos,110,4,0.743025378,CERTIFIED_SLICE,3,True,3,695,391,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r012,0a1727ea3e9fe683e8249d2e46a2a02aea4e1eb62789db608f60dcef9215b052,record-lookup,DXOMF,DXOMF,True,SUCCEEDED,eos,92,4,0.636658824,CERTIFIED_SLICE,1,True,1,652,652,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r013,9601ba11e7dfb1f8ab475e42b279f30fe7cdc07bdf761d1a1336eb0c2826954f,reference-chain,DEPLS,DXIZR,False,SUCCEEDED,eos,115,4,0.771583123,CERTIFIED_SLICE,4,True,4,695,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r014,ca7b3714907691d342eb7ab15859412b597ceba7434fc8db69140e23526953b3,record-updates,DCHBN,DCHBN,True,SUCCEEDED,eos,108,4,0.734878108,CERTIFIED_SLICE,3,True,3,1000,652,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r015,9412dd613487d2d6daaf4454784cbac9fc6a89cc4933284e7bc1f0482ab853c0,record-lookup,DRXNO,DRXNO,True,SUCCEEDED,eos,94,4,0.647808627,CERTIFIED_SLICE,1,True,1,347,347,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r016,54f5a399b32c4d820a7f26d06b39018e538ae3080179df2052601ac13e5b9bf5,reference-chain,DRSUJ,DHOZK,False,SUCCEEDED,eos,118,5,0.812034254,CERTIFIED_SLICE,4,True,4,739,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r017,d8f4155bf484d303980ad7343ca282d3d68cc4f136e0687502ab92a01fe18daf,record-updates,DHTJW,DHTJW,True,SUCCEEDED,eos,109,5,0.761773021,CERTIFIED_SLICE,3,True,3,869,521,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r018,789dee7e502db400374918d61fbf011af96214f40a421c93eb286f2973318268,record-lookup,DJZMT,DJZMT,True,SUCCEEDED,eos,92,4,0.643085734,CERTIFIED_SLICE,1,True,1,608,608,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r019,cebd555beb1eb6d1d6505ac7edaada91ac5c2e0a6588d1e3d04eaf2a77eb19e7,reference-chain,DAZRN,DYNZO,False,SUCCEEDED,eos,115,4,0.777417132,CERTIFIED_SLICE,4,True,4,869,86,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r020,7e5681197d8ebe0f231537abcffdc293f2ac91d941fdabb1ae5641a76f26aecd,record-updates,DKCXO,DRUCB,False,SUCCEEDED,eos,106,4,0.720489682,CERTIFIED_SLICE,3,True,3,956,347,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r021,b071bed7fd4a2a700d4a2f86fe7bf8feefab4644825c8b702ed1b24cbf3eece9,record-lookup,DQCWU,DCVJC,False,SUCCEEDED,eos,93,4,0.641855958,CERTIFIED_SLICE,1,True,1,739,739,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r022,03957df81376236bb81ab53b000fee2921267943de5a3d2fa52213e5d5e73fcd,reference-chain,DNZDE,DZYOM,False,SUCCEEDED,eos,115,4,0.771504647,CERTIFIED_SLICE,4,True,4,695,217,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r023,7edf613f46c3a4941f42caa98c636914ce7a80779841724db0a6c558dbb00c1f,record-updates,DXSXY,DBSBZ,False,SUCCEEDED,eos,108,4,0.730397917,CERTIFIED_SLICE,3,True,3,1000,565,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r024,a53331fac0e07a36dc3ff89e30ef8bcccfd4ddda55c40c84c045b5c74c57e090,record-lookup,DRIXT,DDMVJ,False,SUCCEEDED,eos,94,4,0.646897301,CERTIFIED_SLICE,1,True,1,869,869,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r025,f77fb112ff50432d94a540babc51802e651f5c6d5a04a4329fb67810d548b05a,reference-chain,DGOLH,DQQQC,False,SUCCEEDED,eos,113,4,0.758833243,CERTIFIED_SLICE,4,True,4,1000,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r026,ee46f573174200c0dbd68c7f3108d8eaa39a35424c8a7d9dd3d38080f618edc4,record-updates,DZHGP,DZHGP,True,SUCCEEDED,eos,110,4,0.744041578,CERTIFIED_SLICE,3,True,3,913,391,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-512c83eda94541a5abf3fd0c277050c5,0,candidate,r027,8e1b929bddb2d66f033cedac2b013a2ad54942ed3488368ad3ca7d82b4627306,record-lookup,DVGYP,DVGYP,True,SUCCEEDED,eos,92,4,0.637310224,CERTIFIED_SLICE,1,True,1,956,956,0,24
