study,phase,mechanism,attempt_id,pair_index,arm,request_id,group_id,family,expected,output,correct,status,finish_reason,prompt_tokens,generated_tokens,end_to_end_s,ttft_s,slo_qualified,dispatch_completion_s,decision,retained_records,symbolic_answer_preserved,closure_records,max_retained_position_permille,min_retained_position_permille,overwritten_writes,total_records
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r001,962323f1184c2e385a83de0d9c40ff9b6c27faf0b22909ecb584618933e2e60f,reference-chain,DANXL,DFOVM,False,SUCCEEDED,eos,271,4,4.527123089,4.450694832,False,1.718052485,IDENTITY,,True,4,608,86,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r002,6d16a81c901843443740bafd1259fc70087508643ce3bbb2eb1da1e5a77139df,record-updates,DMEAA,DOKHZ,False,SUCCEEDED,eos,277,4,6.606022525,6.555513485,False,1.76971479,IDENTITY,,True,3,826,521,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r003,e7acf4b51708b76dcbea7e1ca187de50de35a0b0d4751620729e49b357b9a854,record-lookup,DGCPX,DFWKV,False,SUCCEEDED,eos,280,4,8.612039088,8.553483212,False,1.79608709,IDENTITY,,True,1,826,826,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r004,1663d73ba590dabaf4ffa69504fdd75626a09a67b50050a446cd751083badd57,reference-chain,DORWX,DCKXI,False,SUCCEEDED,eos,279,4,10.598514507,10.545850619,False,1.770858938,IDENTITY,,True,4,1000,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r005,0ce6aff9598923fe426e24bc03e35ff34673e2d1bfdce32d5c52f64139087076,record-updates,DWBYQ,DADRX,False,SUCCEEDED,eos,278,4,12.591787719,12.516824757,False,1.748480528,IDENTITY,,True,3,1000,869,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r006,19e340c6f1c6da9a91fa52a6266d40b7cc57c38f477c95fbd69936bb90d70841,record-lookup,DRVYP,DGNJL,False,SUCCEEDED,eos,276,5,14.617488903,14.519935706,False,1.768836347,IDENTITY,,True,1,391,391,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r007,6ef8f48cd7830a58d79db8327a3763709ae43d59fb22ea1f94e300ae1247a725,reference-chain,DDERW,DPAZR,False,SUCCEEDED,eos,279,4,16.640991989,16.578372635,False,1.754619335,IDENTITY,,True,4,956,130,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r008,f8de647638e50be8573f55273f2c77f2be9b4a7e1f8b8cf53b697efa434d793d,record-updates,DGMZQ,DQCAJ,False,SUCCEEDED,eos,277,5,18.636149125,18.550927513,False,1.77468752,IDENTITY,,True,3,913,782,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r009,b33a20fe0442c7c7aa2c4a11017edb9fdd9f77b8222063b3f1d23a798bdde215,record-lookup,DIRDF,DSGMD,False,SUCCEEDED,eos,279,4,20.62637573,20.561674864,False,1.755338172,IDENTITY,,True,1,217,217,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r010,602c5306bc89f965e2ebadd70862ffd7337032827a96acf63988574d2eb06923,reference-chain,DQKOC,DDULD,False,SUCCEEDED,eos,274,3,22.576231481,22.531789735,False,1.700613581,IDENTITY,,True,4,1000,173,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r011,420fa7ea0e4ada21134992ad26464857f53ce42fcaedd4851f9d33e0a7763c16,record-updates,DLEHV,DDJHY,False,SUCCEEDED,eos,284,4,24.658978884,24.594590419,False,1.783173653,IDENTITY,,True,3,695,391,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r012,0a1727ea3e9fe683e8249d2e46a2a02aea4e1eb62789db608f60dcef9215b052,record-lookup,DXOMF,DZQII,False,SUCCEEDED,eos,272,5,26.621647705,26.541323322,False,1.740767292,IDENTITY,,True,1,652,652,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r013,9601ba11e7dfb1f8ab475e42b279f30fe7cdc07bdf761d1a1336eb0c2826954f,reference-chain,DEPLS,DQXGN,False,SUCCEEDED,eos,280,5,28.69430437,28.592945856,False,1.803284115,IDENTITY,,True,4,695,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r014,ca7b3714907691d342eb7ab15859412b597ceba7434fc8db69140e23526953b3,record-updates,DCHBN,DQWOS DHMYT,False,SUCCEEDED,eos,281,8,30.818616851,30.643955292,False,1.917069274,IDENTITY,,True,3,1000,652,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r015,9412dd613487d2d6daaf4454784cbac9fc6a89cc4933284e7bc1f0482ab853c0,record-lookup,DRXNO,DZYTX,False,SUCCEEDED,eos,279,4,32.697618532,32.626900205,False,1.796270922,IDENTITY,,True,1,347,347,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r016,54f5a399b32c4d820a7f26d06b39018e538ae3080179df2052601ac13e5b9bf5,reference-chain,DRSUJ,DHOZK,False,SUCCEEDED,eos,281,5,34.700256,34.605963628,False,1.812737137,IDENTITY,,True,4,739,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r017,d8f4155bf484d303980ad7343ca282d3d68cc4f136e0687502ab92a01fe18daf,record-updates,DHTJW,DVLUG,False,SUCCEEDED,eos,274,4,36.672918839,36.603131543,False,1.754697551,IDENTITY,,True,3,869,521,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r018,789dee7e502db400374918d61fbf011af96214f40a421c93eb286f2973318268,record-lookup,DJZMT,DJZMT,True,SUCCEEDED,eos,278,4,38.701980693,38.632954052,False,1.772743523,IDENTITY,,True,1,608,608,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r019,cebd555beb1eb6d1d6505ac7edaada91ac5c2e0a6588d1e3d04eaf2a77eb19e7,reference-chain,DAZRN,DYNKO,False,SUCCEEDED,eos,275,4,40.660056903,40.603881754,False,1.738547944,IDENTITY,,True,4,869,86,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r020,7e5681197d8ebe0f231537abcffdc293f2ac91d941fdabb1ae5641a76f26aecd,record-updates,DKCXO,DRUCA,False,SUCCEEDED,eos,274,4,42.66860793,42.602200821,False,1.731033168,IDENTITY,,True,3,956,347,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r021,b071bed7fd4a2a700d4a2f86fe7bf8feefab4644825c8b702ed1b24cbf3eece9,record-lookup,DQCWU,DCVJC,False,SUCCEEDED,eos,281,4,44.714123166,44.659974977,False,1.766569271,IDENTITY,,True,1,739,739,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r022,03957df81376236bb81ab53b000fee2921267943de5a3d2fa52213e5d5e73fcd,reference-chain,DNZDE,DGVNC,False,SUCCEEDED,eos,274,4,46.680941084,46.616706796,False,1.726575878,IDENTITY,,True,4,695,217,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r023,7edf613f46c3a4941f42caa98c636914ce7a80779841724db0a6c558dbb00c1f,record-updates,DXSXY,DGYXQ,False,SUCCEEDED,eos,274,5,48.704363039,48.603696912,False,1.755162466,IDENTITY,,True,3,1000,565,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r024,a53331fac0e07a36dc3ff89e30ef8bcccfd4ddda55c40c84c045b5c74c57e090,record-lookup,DRIXT,DRIXT,True,SUCCEEDED,eos,281,4,50.735655822,50.681057386,False,1.766147325,IDENTITY,,True,1,869,869,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r025,f77fb112ff50432d94a540babc51802e651f5c6d5a04a4329fb67810d548b05a,reference-chain,DGOLH,DQQC,False,SUCCEEDED,eos,278,4,52.714627886,52.647935015,False,1.750539497,IDENTITY,,True,4,1000,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r026,ee46f573174200c0dbd68c7f3108d8eaa39a35424c8a7d9dd3d38080f618edc4,record-updates,DZHGP,DIFMD,False,SUCCEEDED,eos,286,4,54.760144624,54.705081794,False,1.794546054,IDENTITY,,True,3,913,391,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r027,8e1b929bddb2d66f033cedac2b013a2ad54942ed3488368ad3ca7d82b4627306,record-lookup,DVGYP,DVGYP,True,SUCCEEDED,eos,277,4,56.707826412,56.643018347,False,1.742959971,IDENTITY,,True,1,956,956,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r028,d872819142ac53e3b5b22ba854dcb6eebd3d0378719eea917b8e07f9f6f55518,reference-chain,DQQYY,DQBJL,False,SUCCEEDED,eos,282,5,58.770216032,58.678573548,False,1.799684411,IDENTITY,,True,4,869,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r029,04b50285bc4cd71b3ee563a3b94460216bbc82dea1081c996b21d5db89921180,record-updates,DSTWE,DJOHB,False,SUCCEEDED,eos,274,4,60.704690535,60.651230195,False,1.725194849,IDENTITY,,True,3,956,478,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r030,c85e584e08190dea8c604944859cdd24ee921c63ca50b722abb1af9d15a18848,record-lookup,DIMGJ,DIMGJ,True,SUCCEEDED,eos,280,4,62.751796429,62.693186852,False,1.76350443,IDENTITY,,True,1,478,478,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r031,04624604ec13e86cbb71a022917e9869a9aaeb3cb93213e10e2772f3260eb115,reference-chain,DAKWK,DQZOT,False,SUCCEEDED,eos,283,5,64.802461964,64.712265569,False,1.803278385,IDENTITY,,True,4,869,434,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r000,e9238a9cf5b1ec323312569bd4222da7e963a297f0f48e85692539026ee9b054,record-lookup,DMISF,DNTBH,False,SUCCEEDED,eos,92,4,1.429968585,1.378226922,False,0.644352797,ABLATION_SLICE,1,False,1,173,173,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r001,962323f1184c2e385a83de0d9c40ff9b6c27faf0b22909ecb584618933e2e60f,reference-chain,DANXL,DLSHN,False,SUCCEEDED,eos,113,4,2.588621416,2.528585507,False,0.771859674,ABLATION_SLICE,4,False,4,608,86,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r002,6d16a81c901843443740bafd1259fc70087508643ce3bbb2eb1da1e5a77139df,record-updates,DMEAA,DNEAE,False,SUCCEEDED,eos,108,4,3.55679516,3.496721259,False,0.736027451,ABLATION_SLICE,3,False,3,826,521,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r003,e7acf4b51708b76dcbea7e1ca187de50de35a0b0d4751620729e49b357b9a854,record-lookup,DGCPX,DCJXX,False,SUCCEEDED,eos,93,4,4.471003885,4.403590745,False,0.647584808,ABLATION_SLICE,1,False,1,826,826,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r004,1663d73ba590dabaf4ffa69504fdd75626a09a67b50050a446cd751083badd57,reference-chain,DORWX,DGYXJ,False,SUCCEEDED,eos,116,5,5.641768472,5.552622812,False,0.811972829,ABLATION_SLICE,4,False,4,1000,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r005,0ce6aff9598923fe426e24bc03e35ff34673e2d1bfdce32d5c52f64139087076,record-updates,DWBYQ,DXEOM,False,SUCCEEDED,eos,108,4,6.57194716,6.511457867,False,0.742475293,ABLATION_SLICE,3,False,3,1000,869,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r006,19e340c6f1c6da9a91fa52a6266d40b7cc57c38f477c95fbd69936bb90d70841,record-lookup,DRVYP,DODOT,False,SUCCEEDED,eos,91,4,7.487069284,7.433672903,False,0.635604035,ABLATION_SLICE,1,False,1,391,391,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r007,6ef8f48cd7830a58d79db8327a3763709ae43d59fb22ea1f94e300ae1247a725,reference-chain,DDERW,DZDNN,False,SUCCEEDED,eos,117,5,8.667815966,8.580590017,False,0.812756035,ABLATION_SLICE,4,False,4,956,130,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r008,f8de647638e50be8573f55273f2c77f2be9b4a7e1f8b8cf53b697efa434d793d,record-updates,DGMZQ,DXIWW,False,SUCCEEDED,eos,109,4,9.602238407,9.554850732,False,0.746833418,ABLATION_SLICE,3,False,3,913,782,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r009,b33a20fe0442c7c7aa2c4a11017edb9fdd9f77b8222063b3f1d23a798bdde215,record-lookup,DIRDF,DZFUP,False,SUCCEEDED,eos,93,4,10.514335024,10.460622185,False,0.648305608,ABLATION_SLICE,1,False,1,217,217,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r010,602c5306bc89f965e2ebadd70862ffd7337032827a96acf63988574d2eb06923,reference-chain,DQKOC,DDQBN,False,SUCCEEDED,eos,115,4,11.638140694,11.584245084,False,0.778242786,ABLATION_SLICE,4,False,4,1000,173,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r011,420fa7ea0e4ada21134992ad26464857f53ce42fcaedd4851f9d33e0a7763c16,record-updates,DLEHV,DDJHY,False,SUCCEEDED,eos,109,4,12.597334025,12.536549182,False,0.741760553,ABLATION_SLICE,3,False,3,695,391,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r012,0a1727ea3e9fe683e8249d2e46a2a02aea4e1eb62789db608f60dcef9215b052,record-lookup,DXOMF,DPOZN,False,SUCCEEDED,eos,92,4,13.492318736,13.431523213,False,0.638356525,ABLATION_SLICE,1,False,1,652,652,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r013,9601ba11e7dfb1f8ab475e42b279f30fe7cdc07bdf761d1a1336eb0c2826954f,reference-chain,DEPLS,DZIZZ,False,SUCCEEDED,eos,117,5,14.665602278,14.579689761,False,0.811764442,ABLATION_SLICE,4,False,4,695,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r014,ca7b3714907691d342eb7ab15859412b597ceba7434fc8db69140e23526953b3,record-updates,DCHBN,DDZDC,False,SUCCEEDED,eos,107,4,15.607366523,15.552617436,False,0.732288556,ABLATION_SLICE,3,False,3,1000,652,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r015,9412dd613487d2d6daaf4454784cbac9fc6a89cc4933284e7bc1f0482ab853c0,record-lookup,DRXNO,DVEDN,False,SUCCEEDED,eos,94,4,16.520210089,16.459557232,False,0.650036157,ABLATION_SLICE,1,False,1,347,347,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r016,54f5a399b32c4d820a7f26d06b39018e538ae3080179df2052601ac13e5b9bf5,reference-chain,DRSUJ,DGGQF,False,SUCCEEDED,eos,118,5,17.686662367,17.593358503,False,0.820007443,ABLATION_SLICE,4,False,4,739,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r017,d8f4155bf484d303980ad7343ca282d3d68cc4f136e0687502ab92a01fe18daf,record-updates,DHTJW,DAPWW,False,SUCCEEDED,eos,107,4,18.610859459,18.548723243,False,0.734488298,ABLATION_SLICE,3,False,3,869,521,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r018,789dee7e502db400374918d61fbf011af96214f40a421c93eb286f2973318268,record-lookup,DJZMT,DFJPT,False,SUCCEEDED,eos,92,4,19.515525336,19.455408716,False,0.638797375,ABLATION_SLICE,1,False,1,608,608,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r019,cebd555beb1eb6d1d6505ac7edaada91ac5c2e0a6588d1e3d04eaf2a77eb19e7,reference-chain,DAZRN,DYNZO,False,SUCCEEDED,eos,114,4,20.648084185,20.581651428,False,0.772009713,ABLATION_SLICE,4,False,4,869,86,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r020,7e5681197d8ebe0f231537abcffdc293f2ac91d941fdabb1ae5641a76f26aecd,record-updates,DKCXO,DRWAF,False,SUCCEEDED,eos,108,4,21.615709749,21.549658262,False,0.736556163,ABLATION_SLICE,3,False,3,956,347,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r021,b071bed7fd4a2a700d4a2f86fe7bf8feefab4644825c8b702ed1b24cbf3eece9,record-lookup,DQCWU,DOGRT,False,SUCCEEDED,eos,92,4,22.526617485,22.465704114,False,0.639052028,ABLATION_SLICE,1,False,1,739,739,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r022,03957df81376236bb81ab53b000fee2921267943de5a3d2fa52213e5d5e73fcd,reference-chain,DNZDE,DGVNC,False,SUCCEEDED,eos,116,4,23.658851941,23.596575234,False,0.782691419,ABLATION_SLICE,4,False,4,695,217,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r023,7edf613f46c3a4941f42caa98c636914ce7a80779841724db0a6c558dbb00c1f,record-updates,DXSXY,DCIVH,False,SUCCEEDED,eos,108,4,24.629989547,24.56067486,False,0.742375136,ABLATION_SLICE,3,False,3,1000,565,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r024,a53331fac0e07a36dc3ff89e30ef8bcccfd4ddda55c40c84c045b5c74c57e090,record-lookup,DRIXT,DDRVJ,False,SUCCEEDED,eos,93,4,25.535783011,25.471480196,False,0.644847998,ABLATION_SLICE,1,False,1,869,869,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r025,f77fb112ff50432d94a540babc51802e651f5c6d5a04a4329fb67810d548b05a,reference-chain,DGOLH,DFNFV DECNW,False,SUCCEEDED,eos,114,7,26.726860748,26.584623595,False,0.84400804,ABLATION_SLICE,4,False,4,1000,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r026,ee46f573174200c0dbd68c7f3108d8eaa39a35424c8a7d9dd3d38080f618edc4,record-updates,DZHGP,DIFMD,False,SUCCEEDED,eos,112,4,27.663844853,27.601535405,False,0.759551001,ABLATION_SLICE,3,False,3,913,391,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r027,8e1b929bddb2d66f033cedac2b013a2ad54942ed3488368ad3ca7d82b4627306,record-lookup,DVGYP,DCWKC,False,SUCCEEDED,eos,92,4,28.548777478,28.478573958,False,0.642966668,ABLATION_SLICE,1,False,1,956,956,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r028,d872819142ac53e3b5b22ba854dcb6eebd3d0378719eea917b8e07f9f6f55518,reference-chain,DQQYY,DQBJL,False,SUCCEEDED,eos,117,5,29.713822789,29.623754032,False,0.816469352,ABLATION_SLICE,4,False,4,869,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r029,04b50285bc4cd71b3ee563a3b94460216bbc82dea1081c996b21d5db89921180,record-updates,DSTWE,DAAMB,False,SUCCEEDED,eos,106,3,30.604014415,30.56520298,False,0.703709012,ABLATION_SLICE,3,False,3,956,478,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r030,c85e584e08190dea8c604944859cdd24ee921c63ca50b722abb1af9d15a18848,record-lookup,DIMGJ,DQGIE,False,SUCCEEDED,eos,94,5,31.5714846,31.496840331,False,0.673870155,ABLATION_SLICE,1,False,1,478,478,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r031,04624604ec13e86cbb71a022917e9869a9aaeb3cb93213e10e2772f3260eb115,reference-chain,DAKWK,DQZOT,False,SUCCEEDED,eos,117,5,32.715848968,32.638830223,False,0.812415063,ABLATION_SLICE,4,False,4,869,434,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r000,686c72b932d068ffca86f46b70fb984455c0bea324faf3926ca3966b3f98cafb,record-lookup,CFPTC,CFPTC,True,SUCCEEDED,eos,92,4,1.505090934,1.449657666,True,0.637441158,CERTIFIED_SLICE,1,True,1,217,217,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r001,e447aacf1a467be33fcab6062dae2ef94c132ff36e7ad092b177860d62938b81,reference-chain,CETTV,CFIGJ,False,SUCCEEDED,eos,112,4,2.658126441,2.596896838,False,0.753048878,CERTIFIED_SLICE,4,True,4,1000,43,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r002,ef33eb224e0fe9df114cec59498d01e4e629cd1699349b5c90e321d66013ade1,record-updates,CZMLN,CICFN,False,SUCCEEDED,eos,108,4,3.665806238,3.613121098,False,0.733632554,CERTIFIED_SLICE,3,True,3,695,565,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r003,8028bc5c9fd984107d9390362c049f3d5960fdf022db4500944aeb95dc95278f,record-lookup,CAMYD,CAMYD,True,SUCCEEDED,eos,92,4,4.574850705,4.513933733,True,0.636129559,CERTIFIED_SLICE,1,True,1,0,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r004,75af142bd4044d73c2fa3b4f75f2dfbc8ab2e53b62ef45ac0758d3b539772fd5,reference-chain,CHUKX,CVFQT,False,SUCCEEDED,eos,115,4,5.719232395,5.666144056,False,0.775613074,CERTIFIED_SLICE,4,True,4,1000,173,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r005,42eaccdba95e8ada6dcbdbeb14edfbc4e8578fb4db24bf43cdd425951e58d53b,record-updates,CAHTG,CAHTG,True,SUCCEEDED,eos,106,4,6.666862802,6.600025003,True,0.720505611,CERTIFIED_SLICE,3,True,3,913,434,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r006,c6c1c589317c98d9354760566ee25fbdd90eea8c303beeb0ca0c7904e9898749,record-lookup,CVNPU,CVNPU,True,SUCCEEDED,eos,92,4,7.580429667,7.519929379,True,0.641415636,CERTIFIED_SLICE,1,True,1,913,913,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r007,cc2d78cda675913a76f55a5fa0f3bc210380386abca9178c4462309182c6c2ab,reference-chain,COJSY,CTXOI,False,SUCCEEDED,eos,117,4,8.734548898,8.671603175,False,0.783356478,CERTIFIED_SLICE,4,True,4,739,130,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r008,5c0d63a91e80d624c7ecc252332474f35332d6c3cbe0573ec1619b12bd06b44c,record-updates,CMXFL,CLMGO,False,SUCCEEDED,eos,108,4,9.67928203,9.629109301,False,0.73078989,CERTIFIED_SLICE,3,True,3,956,652,3,24
